word,n_morph
перещелканный,4
перещелкать,3
перещелкивать,3
перещелкиваться,4
перещелоченный,3
перещелочить,3
перещипанный,4
перещипать,3
перещипывать,3
перещипываться,4
перещупанный,4
перещупать,3
перещупывать,3
перещупываться,4
переэкзаменованный,4
переэкзаменовать,3
переэкзаменоваться,4
переэкзаменовка,4
переэкзаменовывать,4
переэкзаменовываться,5
переярка,2
переярок,2
пери,0
периаденит,3
периартериит,3
периартрит,3
перибронхит,3
перигастрит,3
перигей,2
перидерма,2
перикард,2
перикардит,3
перила,1
перилла,1
перилловый,2
перильный,2
перильца,2
перильчатый,2
перименингит,3
перина,2
перинка,3
перинный,3
период,1
периодизация,3
периодика,2
периодический,3
периодический,2
периодичность,3
периодичный,2
периодограмма,3
перипетия,1
периптер,2
перископ,2
перископический,3
перископный,3
перисперм,2
перистальтика,1
перистальтический,2
перисто-кучевой,5
перисто-лопастный,5
перисто-раздельный,6
перисто-рассеченный,6
перисто-слоистый,5
перистожаберные,5
перистокрылка,5
перистолистный,5
перистолистый,5
перистосложный,4
перистый,2
периферийный,2
периферический,2
периферия,1
перифраз,2
перифраза,2
перифразированный,5
перифразировать,4
перифразироваться,5
перифразировка,5
перифрастический,3
перицентр,2
перицикл,2
перка,2
перкалевый,2
перкаль,1
перкуссионный,2
перкуссия,1
перкутировать,3
перл,1
перламутр,1
перламутровка,3
перламутровый,2
перловица,2
перловка,2
перловник,2
перловый,1
перлон,1
перлоновый,2
перлюстрационный,3
перлюстрация,2
перлюстрированный,4
перлюстрировать,3
перлюстрироваться,4
перманент,1
перманентный,2
пермский,2
пермяк,2
пермяцкий,3
пермячка,3
пернатый,3
пернач,3
перо,1
перовой,2
перопуховой,4
перочинный,4
перочистка,4
перпендикуляр,1
перпендикулярный,2
перпетуум-мобиле,1
перрон,1
перронный,2
перс,1
перси,1
персидский,3
персик,1
персиковый,2
персиянин,3
персиянка,3
персона,1
персонаж,2
персонал,2
персонализированный,6
персонализировать,5
персонализироваться,6
персонализм,3
персоналист,3
персоналия,3
персональный,3
персонификация,3
персонифицированный,5
персонифицировать,4
персонифицироваться,5
перспектива,1
перспективный,2
перст,1
перстенек,2
перстень,1
перстневидный,4
перстневой,2
перстневый,2
персть,1
пертурбационный,3
пертурбация,2
перуанец,3
перуанка,3
перуанский,3
перуны,1
перфект,1
перфокарта,3
перфолента,3
перфоратор,2
перфораторный,3
перфорационный,3
перфорация,2
перфорирование,4
перфорированный,4
перфорировать,3
перфорироваться,4
перхать,2
перхун,2
перхунья,2
перцеед,3
перципированный,4
перципировать,3
перципироваться,4
перцовка,3
перцовочный,4
перцовый,2
перчатки,1
перчаточник,2
перчаточница,2
перчаточный,2
перченный,2
перченый,2
перчик,2
перчинка,2
перчить,2
перш,1
першерон,1
першеронский,2
першить,2
перышко,2
перьевой,2
перяной,2
пес,1
песельник,3
песенка,3
песенник,3
песенница,3
песенно-хоровой,6
песенный,3
песета,1
песец,1
песий,2
песик,2
пескарь,1
пескогидрокамера,5
пескодувный,5
пескожил,4
песколовка,4
песколовушка,4
песколюб,3
пескомет,3
пескомойка,4
песконасос,4
пескоподача,5
пескоразбрасыватель,6
пескорой,3
пескоройка,4
пескоструйка,4
пескоструйный,4
песнопевец,6
песнопение,5
песнотворец,5
песнь,2
песня,2
песняр,3
песо,0
песок,1
песочек,2
песочник,2
песочница,2
песочно-кремовый,5
песочный,2
пессимизм,2
пессимист,2
пессимистический,3
пессимистичный,3
пессимистка,3
пест,1
пестик,2
пестиковый,3
пестицид,1
пестичный,3
пестование,3
пестовать,2
пестоваться,3
пестреть,2
пестреться,3
пестрина,2
пестрить,2
пестро,1
пестро-яркий,3
пестроватый,2
пестровязаный,5
пестрокрылка,4
пестролистный,4
пестролистый,4
пестрота,2
пестротканый,5
пестроцветье,3
пеструшка,2
пестрый,1
пестрядевый,3
пестрядина,3
пестрядинный,4
пестрядь,2
пестряк,2
пестрянка,2
пестун,2
пестунья,2
песцовый,2
песчаник,3
песчаниковый,4
песчанистый,3
песчанка,3
песчано-глинистый,5
песчано-гравийный,5
песчано-цементный,5
песчаный,2
песчинка,2
петелька,2
петельный,2
петербургский,3
петербуржец,3
петербуржский,3
петит,1
петиционный,2
петиция,1
петлевой,2
петлеобразный,4
петлица,2
петличка,3
петличный,3
петлюровец,3
петлюровский,3
петлюровщина,3
петля,1
петлять,2
петроградец,4
петроградский,4
петрограф,3
петрографический,4
петрография,4
петрологический,4
петрология,4
петрофизика,4
петрохимия,4
петрушечник,3
петрушечный,3
петрушка,2
петуния,1
петух,1
петуший,2
петушиный,2
петушиться,3
петушок,2
петушок,2
петый,2
петь,1
петься,2
пехлеви,0
пехлевийский,2
пехота,2
пехотинец,4
пехотно-десантный,6
пехотный,3
пехтура,2
пехтурой,2
печалить,2
печалиться,3
печаловаться,3
печаль,1
печальный,2
печатание,3
печатанный,3
печатаный,3
печатать,2
печататься,3
печатка,2
печатник,2
печатно-литографский,7
печатно-множительный,6
печатный,2
печатня,2
печаточный,3
печать,1
печево,2
печенег,1
печенежский,2
печение,2
печенка,2
печенный,2
печеночник,3
печеночница,3
печеночно-желудочный,6
печеночный,3
печеный,2
печень,1
печенье,2
печеньице,3
печечка,3
печище,2
печка,2
печник,3
печной,2
печоринский,2
печурка,2
печь,1
печься,1
пешедралом,2
пешеход,3
пешеходный,4
пешечка,2
пешечный,2
пеший,1
пешка,1
пешком,1
пешневой,2
пешня,1
пешочком,2
пещера,1
пещеристый,2
пещерник,2
пещерный,2
пи-мезон,2
пиала,1
пиан,1
пианизм,2
пианино,0
пианиссимо,1
пианист,2
пианистический,3
пианистка,3
пиано,0
пианола,2
пиастр,1
пивать,2
пивбар,2
пивзавод,2
пивко,2
пивная,2
пивной,2
пивнушка,3
пиво,1
пивобезалкогольный,5
пивовар,3
пивоварение,4
пивоваренный,4
пивоварня,4
пивцо,2
пигалица,1
пигмей,1
пигмент,1
пигментация,2
пигментный,2
пигмоид,2
пигус,1
пиджак,1
пиджачишко,2
пиджачник,2
пиджачный,2
пиджачок,2
пиетет,1
пижама,1
пижамный,2
пижма,1
пижон,1
пик,1
пик-трансформатор,3
пика,1
пикадор,3
пикантность,2
пикантный,1
пикап,1
пикать,2
пике,0
пикейный,3
пикет,1
пикетаж,2
пикетажный,3
пикетировать,3
пикетироваться,4
пикетчик,2
пики,1
пикирование,4
пикированный,4
пикировать,3
пикировать,3
пикироваться,4
пикироваться,4
пикировка,4
пикировщик,4
пикирующий,4
пикколо,0
пикник,1
пикник,1
пикнический,2
пикничок,2
пикнуть,3
пиковка,3
пиковый,2
пиктограмма,3
пиктографический,4
пиктография,4
пикули,1
пила,1
пила-рыба,3
пилав,1
пиление,2
пиленный,2
пилено-перепилено,6
пиленый,2
пилигрим,1
пиликать,2
пилильщик,4
пилить,2
пилиться,3
пилка,2
пиловочник,3
пиломатериалы,3
пилон,1
пилонос,3
пилообразный,4
пилоправ,3
пилорама,3
пилот,1
пилотаж,2
пилотажный,3
пилотирование,4
пилотированный,4
пилотировать,3
пилотироваться,4
пилотка,2
пилотский,2
пилохвост,3
пиль,0
пильный,2
пильня,2
пильчатый,2
пильщик,2
пилюлька,2
пилюля,1
пилястр,1
пилястра,1
пилящий,2
пилящийся,3
пимокат,3
пимы,1
пинакотека,3
пинать,2
пинаться,3
пинг-понг,2
пингвин,1
пинетки,1
пинкертоновщина,3
пинок,2
пинта,1
пинцет,1
пинчер,1
пион,1
пионер,1
пионербаза,2
пионервожатая,3
пионервожатый,2
пионерия,2
пионерка,2
пионерлагерь,2
пионеротряд,2
пионерский,2
пионерско-комсомольский,7
пионерство,2
пионовидный,4
пипетка,1
пир,1
пирамида,1
пирамидальный,2
пирамидка,2
пирамидный,2
пирамидон,1
пират,1
пиратский,2
пиратство,2
пиренейский,2
пирит,1
пирке,0
пировать,2
пирог,1
пирога,1
пирожковая,3
пирожковый,3
пирожник,2
пирожница,2
пирожное,2
пирожный,2
пирожок,2
пироплазма,3
пироплазмоз,4
пироскоп,3
пиросульфат,3
пиротехник,4
пиротехника,4
пиротехнический,5
пирохлор,3
пироэлектричество,5
пирс,1
пирушка,2
пируэт,1
пиршественный,4
пиршество,3
пиршествовать,4
писака,2
писание,3
писанина,4
писаница,4
писанный,3
писаный,3
писаришка,3
писарский,3
писарской,3
писарь,2
писатель,3
писательница,4
писательский,4
писать,2
писаться,3
писец,2
писк,1
пискленок,3
пискливый,2
пискля,2
писклявый,2
пискнуть,2
пискотня,2
пискун,2
пискунья,2
писнуть,2
писсуар,1
пистик,1
пистолет,1
пистолет-пулемет,4
пистолетный,2
пистоль,0
пистон,1
пистонный,2
писулька,2
писцовый,3
писчебумажный,5
писчий,2
писывать,2
письмена,3
письменность,4
письменный,3
письмецо,3
письмишко,3
письмо,2
письмовник,4
письмоводитель,6
письмоводство,4
письмоносец,5
письмосортировочный,8
питание,3
питатель,3
питательный,3
питать,2
питаться,3
питейный,3
питерский,2
питерщик,2
пити,0
питие,2
питомец,2
питомица,2
питомник,1
питомниковый,2
питомнический,2
питон,1
питух,2
питый,2
пить,1
питье,2
питьевой,3
питься,2
пиф-паф,1
пифагореец,3
пифагореизм,3
пифагорейский,3
пифагоров,2
пиханный,3
пихать,2
пихаться,3
пихнуть,2
пихта,1
пихтарник,3
пихтовник,3
пихтовый,2
пицца,1
пиццерия,2
пиццикато,0
пичканный,3
пичкать,2
пичкаться,3
пичуга,1
пичужечка,3
пичужка,2
пиччикато,0
пишущий,2
пища,1
пищалка,4
пищаль,3
пищать,2
пищеблок,3
пищеварение,4
пищеварительный,5
пищеварочный,5
пищевик,3
пищевкусовой,4
пищевод,3
пищеводно-желудочный,7
пищевой,2
пищекомбинат,3
пищеконцентратный,5
пищик,2
пищуха,2
пиявица,2
пиявка,2
плавание,3
плавательный,3
плавать,2
плавбаза,3
плавень,3
плавильник,4
плавильный,4
плавильня,4
плавильщик,4
плавить,2
плавиться,3
плавка,2
плавки,3
плавкий,2
плавкость,3
плавление,2
плавленный,2
плавленый,2
плавневый,4
плавни,3
плавник,3
плавниковый,4
плавничок,4
плавной,3
плавный,3
плавсостав,3
плавсредства,3
плавун,3
плавунец,4
плавунчик,4
плавучий,3
плагиат,2
плагиатор,2
плагиаторский,3
плагиаторство,3
плагиировать,3
плагиироваться,4
плаз,1
плазма,1
плазматический,3
плазменный,2
плазмогамия,4
плазмодий,2
плазмозамещающий,6
плазмолиз,3
плазмотрон,3
плазмохимический,4
плазмохимия,4
плазмохин,3
плазмоцид,3
плазмоцит,3
плакальщик,4
плакальщица,4
плакат,1
плакатист,2
плакатный,2
плакатчик,2
плакать,2
плакаться,3
плаке,1
плакировальня,5
плакирование,4
плакированный,4
плакировать,3
плакироваться,4
плакировка,4
плакировочный,5
плакса,2
плаксивость,4
плаксивый,3
плакун,2
плакун-трава,3
плакучий,2
плакуша,2
пламевидный,4
пламегаситель,5
пламеискрогаситель,7
пламенеть,3
пламенистый,3
пламенник,3
пламенный,3
пламень,2
пламеобразный,4
пламя,1
план,1
планер,2
планеризм,3
планерист,3
планеристка,4
планерка,3
планерный,3
планеродром,4
планет,1
планета,1
планетарий,2
планетарный,2
планетный,2
планетоведение,4
планетографический,4
планетоид,2
планетолет,3
планетолог,3
планетология,4
планида,1
планиметр,2
планиметрический,3
планиметрия,3
планирование,4
планированный,4
планировать,3
планироваться,4
планировка,4
планировочный,5
планисфера,2
планка,1
планкарта,2
планктон,1
планктонный,2
плановать,2
плановик,3
планово-оперативный,6
планово-организационный,6
планово-предупредительный,8
планово-финансовый,5
планово-хозяйственный,6
планово-экономический,5
плановость,3
плановый,2
планомерно-непрерывный,8
планомерность,5
планомерный,4
планочка,2
планочный,2
плантатор,2
плантаторский,3
плантаторство,3
плантационный,3
плантация,2
планчатый,2
планшайба,2
планшет,1
планшетка,2
планшетный,2
планшир,1
планширь,1
пласированный,4
пласировать,3
пласировка,4
пласт,1
пластанный,3
пластать,2
пластаться,3
пластик,2
пластика,2
пластикат,3
пластикация,3
пластилин,1
пластилиновый,2
пластина,1
пластинка,2
пластинник,2
пластинниковый,3
пластинный,2
пластиночка,3
пластиночник,3
пластиночный,3
пластинчатожаберный,6
пластинчатоклювый,5
пластинчатоусый,5
пластинчатый,3
пластификатор,3
пластификация,3
пластифицированный,5
пластифицировать,4
пластический,3
пластичность,4
пластичный,3
пластмасса,2
пластмассовый,3
пластованный,3
пластовать,2
пластоваться,3
пластовой,2
пластообразный,4
пластун,2
пластунский,3
пластырный,2
пластырь,1
плат,1
плата,1
платан,1
платанный,3
платановый,2
платаный,3
платать,2
платеж,2
платежеспособный,4
платежный,3
плательный,3
плательщик,3
плательщица,3
платина,1
платинат,2
платинирование,4
платинированный,4
платинировать,3
платинироваться,4
платинит,2
платинный,2
платиновый,2
платить,2
платиться,3
платковый,2
платный,2
плато,0
платок,1
платонизм,2
платоник,2
платонический,2
платочек,2
платочный,2
платформа,1
платформенный,2
платье,1
платье-костюм,3
платьевщица,3
платьице,2
платьишко,2
платяной,2
плаун,1
плаунный,2
плауновидные,4
плауновый,2
плафон,1
плафонный,2
плаха,1
плахта,1
плахтовый,2
плац,1
плац-адъютант,2
плац-майор,2
плац-парад,2
плац-парадный,3
плацдарм,1
плацебо,0
плацента,1
плацентарный,2
плацкарта,1
плацкартный,2
плач,1
плачевный,3
плачевой,2
плаченный,2
плаченый,2
плачея,2
плачущий,2
плашкоут,1
плашкоутный,2
плашмя,1
плащ,1
плащ-накидка,4
плащ-палатка,2
плащевка,3
плащевой,2
плебей,1
плебейский,2
плебейство,2
плебисцит,1
плебисцитарный,2
плебисцитный,2
плева,1
плевательница,3
плевать,1
плеваться,2
плевел,1
плевельный,2
плевок,2
плевра,1
плевральный,2
плеврит,2
плевритный,3
плеврококк,3
плевропневмония,4
плевый,1
плед,1
плезиантроп,2
плезиозавр,3
плезир,1
плейбой,1
плейер,1
плексиглас,1
плексигласовый,2
племенник,3
племенной,3
племечко,2
племзавод,2
племхоз,2
племя,1
племянник,2
племянница,2
племянницын,2
племяш,1
плен,1
пленарный,1
пленение,2
плененный,2
пленительность,4
пленительный,3
пленить,2
плениться,3
пленка,1
пленкообразователь,4
пленкообразующий,4
пленкопокрытие,5
пленник,2
пленница,2
пленный,2
пленочно-каркасный,5
пленочный,2
пленум,1
пленчато-чешуйчатый,6
пленчатый,2
пленэр,1
пленэрный,2
пленять,2
пленяться,3
плеоназм,2
плеонастический,3
плес,1
плесенный,2
плесень,1
плеск,1
плескание,3
плескать,2
плескаться,3
плескающий,3
плескающийся,4
плесневелый,4
плесневеть,3
плесневица,3
плесневой,2
плеснутый,3
плеснуть,2
плести,1
плестись,2
плетевидка,4
плетевидный,4
плетейный,3
плетельный,3
плетельщик,3
плетельщица,3
плетение,2
плетеница,3
плетенка,3
плетенный,2
плетеный,2
плетень,2
плетешок,3
плетка,2
плетневый,3
плеточный,3
плетушка,2
плетущий,2
плетущийся,3
плетший,2
плетшийся,3
плеть,1
плечевой,2
плечелоктевой,4
плечелучевой,4
плеченогие,3
плечики,2
плечико,2
плечистый,2
плечище,2
плечной,2
плечо,1
плешиветь,3
плешивый,2
плешина,2
плешинка,3
плешь,1
плещущий,2
плещущийся,3
плеяда,1
пли,0
плие,0
плинтованный,3
плинтовать,2
плинтоваться,3
плинтовка,3
плинтус,1
плис,1
плисовый,2
плиссе,1
плиссированный,4
плиссировать,3
плиссироваться,4
плиссировка,4
плиссировочный,5
плита,1
плитка,2
плитняк,2
плитняковый,3
плиточник,3
плиточный,3
плитчатый,2
плов,1
пловец,3
пловчиха,4
плод,1
плодить,2
плодиться,3
плодник,2
плодный,2
плодовинодельческий,6
плодовитость,3
плодовитый,2
плодово-овощной,5
плодово-ягодный,5
плодовод,3
плодоводство,4
плодоводческий,4
плодовый,2
плодогонный,4
плодожил,4
плодожорка,4
плодоизгнание,6
плодоизгоняющий,6
плодоконсервный,4
плодолистик,4
плодомойка,4
плодоножка,4
плодоносить,4
плодоносный,4
плодоносящий,4
плодоношение,4
плодообразование,4
плодоовощевод,5
плодоовощеводство,6
плодоовощесушилка,8
плодоовощесушильня,8
плодоовощехранилище,8
плодоовощи,3
плодоовощной,4
плодопеременный,5
плодоперерабатывающий,6
плодопереработка,5
плодопитомник,3
плодородие,4
плодородный,4
плодосбор,4
плодосмен,4
плодосменный,5
плодосниматель,5
плодосушилка,6
плодосушильня,6
плодосъем,3
плодотворный,4
плодохранилище,6
плодоягодный,4
плодоядный,4
плодущий,2
плоенный,2
плоеный,2
плоить,2
плоиться,3
плойчатость,3
пломба,1
пломбир,1
пломбирный,2
пломбирование,4
пломбированный,4
пломбировать,3
пломбироваться,4
пломбировка,4
пломбировочный,5
плоский,1
плоско-вогнутый,6
плоско-выпуклый,3
плосковязальный,6
плоскоголовый,3
плоскогорный,4
плоскогорье,3
плоскогрудый,3
плоскогубцы,4
плоскодонка,4
плоскодонный,4
плоскозубцы,4
плоскоклеточный,4
плосколицый,3
плосконосый,3
плоскопараллельный,4
плоскопечатный,4
плоскорежущий,4
плоскорез,3
плоскосемянник,5
плоскосемянный,4
плоскостной,3
плоскостопие,4
плоскость,2
плоскохвост,3
плоскочулочный,4
плоскошлифовальный,5
плот,1
плотва,2
плотвица,3
плотвичка,4
плотик,2
плотина,1
плотинный,2
плотить,2
плотиться,3
плотица,2
плотичка,3
плотнеть,2
плотник,1
плотнить,2
плотницкий,2
плотничать,2
плотнический,2
плотничество,2
плотничий,2
плотничный,2
плотноионизирующий,7
плотнокристаллический,4
плотнокустовой,4
плотномер,3
плотнонаселенный,5
плотность,2
плотный,1
плотовод,3
плотовой,2
плотовщик,3
плотогон,3
плотоспуск,4
плотоход,3
плотоядный,4
плотский,2
плоть,1
плохенький,2
плоховатый,2
плохой,1
плохонький,2
плохосыпучий,4
плошать,2
плоше,1
плошечка,2
плошечный,2
плошка,1
площадка,1
площадной,2
площадочный,2
площадь,1
площе,1
плуг,1
плугарь,2
плугатарь,3
плуговой,2
плугообразный,4
плужник,2
плужно-роторный,5
плужный,2
плужок,2
плунжер,1
плунжерный,2
плут,1
плутать,2
плутишка,2
плутище,2
плутни,2
плутоватый,2
плутовать,2
плутовка,3
плутовской,3
плутовство,3
плутониевый,3
плутонизм,2
плутоний,2
плутонический,2
плывун,3
плывунный,4
плывучий,3
плывущий,3
плыть,1
плюгавенький,2
плюгавец,2
плюгавый,1
плюнуть,2
плюрализм,2
плюралистический,3
плюральный,1
плюс,1
плюска,1
плюсконосные,4
плюсна,1
плюсневой,2
плюсневый,2
плюсовальный,4
плюсование,3
плюсованный,3
плюсовать,2
плюсоваться,3
плюсовка,3
плюсовой,2
плюсовый,2
плюх,0
плюхать,2
плюхаться,3
плюхнуть,2
плюхнуться,3
плюш,1
плюшевый,2
плюшка,1
плющ,1
плющевой,2
плющение,2
плющенный,2
плющеный,2
плющильный,4
плющильня,4
плющить,2
плющиться,3
плюющий,2
плюющийся,3
пляж,1
пляжный,2
пляс,1
плясать,2
плясаться,3
пляска,2
плясовой,2
плясун,2
плясунья,2
пляшущий,2
пневматик,2
пневматика,2
пневматический,3
пневматчик,2
пневмоавтоматика,4
пневмобацилла,3
пневмограмма,3
пневмограф,3
пневмографический,4
пневмография,4
пневмодиафрагменный,4
пневмококк,3
пневмококковый,4
пневмоколесный,4
пневмокостюм,3
пневмомикоз,4
пневмомолоток,4
пневмония,2
пневмопочта,3
пневмосистема,3
пневмосклероз,3
пневмотомия,4
пневмоторакс,3
пневмотормоз,3
пневмоударный,4
пневмоэлектрический,4
пнекорчеватель,5
пнистый,2
пнище,2
пнуть,2
по-азербайджански,3
по-актерски,3
по-американски,4
по-английски,3
по-арабски,3
по-армянски,3
по-бараньи,2
по-барски,3
по-белорусски,3
по-богатырски,3
по-боевому,3
по-божески,3
по-боксерски,4
по-болгарски,3
по-большевистски,5
по-братски,3
по-будничному,3
по-буднишнему,3
по-бычьи,2
по-вашему,2
по-вдовьи,2
по-венгерски,3
по-весеннему,3
по-видимому,3
по-военному,3
по-воловьи,3
по-волчьи,2
по-вороньи,2
по-всякому,2
по-вчерашнему,3
по-вьетнамски,3
по-глупому,2
по-городски,3
по-городскому,3
по-господски,3
по-граждански,3
по-грузински,3
по-девичьи,3
по-деловому,3
по-деревенски,3
по-детски,3
по-дилетантски,3
по-домашнему,4
по-донкихотски,4
по-дорожному,3
по-другому,2
по-дружески,3
по-дурацки,4
по-душевному,3
по-еврейски,3
по-европейски,4
по-его,1
по-ее,1
по-жабьи,2
по-женски,3
по-жеребячьи,3
по-за,1
по-звериному,3
по-зверски,3
по-зимнему,3
по-злодейски,5
по-змеиному,3
по-идиотски,3
по-иному,2
по-иностранному,5
по-испански,3
по-итальянски,4
по-их,1
по-казахски,3
по-казацки,3
по-казачьи,2
по-каковски,4
по-киргизски,3
по-китайски,3
по-книжному,3
по-козьи,2
по-командирски,4
по-коммунистически,4
по-комсомольски,5
по-корейски,3
по-кошачьему,3
по-крестьянски,3
по-кулацки,3
по-купечески,3
по-лакейски,3
по-латыни,2
по-латышски,3
по-лебединому,3
по-ленински,3
по-летнему,3
по-литовски,3
по-людски,3
по-мальчишески,4
по-марксистски,4
по-матерински,5
по-матросски,3
по-медвежьи,2
по-мещански,3
по-мирски,3
по-моему,2
по-молдавски,3
по-молодецки,4
по-монашески,3
по-монгольски,3
по-мужски,3
по-над,1
по-настоящему,2
по-нашему,2
по-немецки,4
по-нищенски,4
по-новому,2
по-нынешнему,4
по-обезьяньи,2
по-осеннему,3
по-отечески,3
по-отцовски,4
по-охотничьи,3
по-партийному,3
по-пионерски,3
по-пластунски,4
по-польски,3
по-правдашнему,4
по-прежнему,2
по-приятельски,3
по-пролетарски,3
по-простецки,4
по-птичьи,2
по-пустому,2
по-разному,2
по-рачьи,2
по-ребячески,4
по-ребячьи,3
по-революционному,3
по-родительски,5
по-родственному,4
по-румынски,3
по-русски,3
по-рыбацки,4
по-рыбачьи,3
по-рыбьи,2
по-рыцарски,3
по-светски,3
по-свински,3
по-свинячьи,3
по-своему,2
по-свойски,3
по-семейному,3
по-сербскохорватски,6
по-сестрински,4
по-сибирски,3
по-сиротски,3
по-скотски,3
по-словацки,3
по-словенски,3
по-собачьи,2
по-советски,3
по-солдатски,3
по-соловьиному,3
по-соседски,3
по-социалдемократически,6
по-справедливому,2
по-стариковски,5
по-старинному,4
по-старому,2
по-старушечьи,4
по-суворовски,3
по-таджикски,3
по-твоему,2
по-телячьи,3
по-теперешнему,4
по-товарищески,3
по-турецки,3
по-туркменски,3
по-ударному,3
по-узбекски,3
по-украински,3
по-утиному,3
по-утреннему,3
по-флотски,3
по-французски,4
по-фронтовому,3
по-хозяйски,3
по-хорошему,2
по-царски,3
по-цыгански,3
по-человечески,3
по-человечьи,2
по-чешски,3
по-шакальи,2
по-шведски,3
по-эллински,3
по-эскимосски,3
по-эстонски,3
по-юношески,4
по-японски,3
поабзацно,3
поагитировать,4
поалеть,3
поаплодировать,4
поартачиться,4
поахать,3
побагроветь,4
побаиваться,4
побайтовый,3
побалагурить,3
побалакать,3
побаливать,3
побаловать,2
побаловаться,3
побалтывать,3
побарабанить,3
побарахтаться,4
побасенка,4
побаска,3
побатальонно,3
побатарейно,3
побаюкать,3
побег,2
побегать,3
победа,1
победит,2
победитель,3
победительница,4
победитовый,3
победить,2
победный,3
победоносный,4
победствовать,4
побежалость,5
побежалый,4
побежать,3
побеждать,2
побеждаться,3
побежденный,2
побежка,3
побеленный,3
побелеть,3
побелить,3
побелка,3
поберегший,3
побереженный,3
побережный,3
побережье,2
поберечь,1
поберечься,2
побеседовать,3
побесить,3
побеситься,4
побесноваться,4
побеспокоенный,4
побеспокоить,4
побеспокоиться,5
побивать,3
побиваться,4
побираться,4
побирушка,4
побитие,3
побитый,3
побить,2
побиться,3
поблагодарить,3
поблаженствовать,4
побледнеть,3
поблеклый,3
поблекнувший,4
поблекнуть,3
поблекший,3
поблескивать,3
поблестеть,3
поближе,2
поблизости,3
поблистать,3
поблуждать,3
пободрствовать,4
побожиться,4
побои,2
побоище,3
побоку,2
поболеть,3
поболтать,3
поболтаться,4
побольше,2
побор,2
побормотать,3
поборник,2
поборница,2
поборонить,3
поборотый,4
побороть,3
побороться,4
побочный,3
побояться,4
пображничать,3
побранивать,3
побраниваться,4
побранить,3
побраниться,4
побранный,4
побрасывать,3
побрататься,4
побратим,3
побратимство,4
побрать,3
побредший,3
побрезгать,3
побренчать,3
побрести,2
побригадно,3
побрить,3
побриться,4
побродить,3
побродяга,3
побросать,3
побросаться,4
побрызганный,4
побрызгать,3
побрызгаться,4
побрюзжать,3
побрякивать,3
побрякушка,3
побряцать,3
побудительный,4
побудить,3
побудка,3
побуждать,3
побуждаться,4
побуждение,3
побужденный,3
побуженный,3
побулькивать,3
побуреть,3
побурлить,3
побурчать,3
побушевать,2
побуянить,4
побывальщина,5
побывать,3
побывка,4
побыть,2
повадить,2
повадиться,3
повадка,2
повадливый,2
повадно,2
поваженный,2
поваживать,2
поважнеть,3
поважничать,3
поваксить,3
повакшенный,3
поваленный,3
поваливать,3
поваливаться,4
повалить,3
повалиться,4
повальный,3
повалянный,4
повалять,3
поваляться,4
повар,2
поваренный,3
поваренок,3
поварешка,3
поварить,3
повариться,4
повариха,3
поварничать,3
поварня,3
поварской,3
повахтенно,3
повевать,3
поведанный,4
поведать,3
поведение,3
поведенческий,4
поведший,3
поведшийся,4
поведывать,3
повезенный,3
повезти,2
повезший,3
повелевать,4
повелеваться,5
повеление,3
повеленный,3
повелеть,3
повелитель,4
повелительница,5
повелительность,5
повелительный,4
повеличать,3
повенчанный,5
повенчать,4
повенчаться,5
повергать,3
повергаться,4
повергнувший,4
повергнувшийся,5
повергнутый,4
повергнуть,3
повергнуться,4
повергший,3
повергшийся,4
поверенная,2
поверенный,2
поверженный,3
поверитель,4
поверить,3
повериться,4
поверка,3
повернутый,4
повернуть,3
повернуться,4
поверочный,4
поверстать,3
поверстаться,4
поверстный,3
повертеть,3
повертеться,4
повертывать,3
повертываться,4
поверх,1
поверхностно-активный,8
поверхностный,5
поверхность,4
поверху,2
поверченный,3
поверчивать,3
повершенный,3
повершить,3
повершиться,4
поверщик,3
поверье,2
поверяльщик,5
поверять,3
поверяться,4
повеса,1
повеселеть,3
повеселить,3
повеселиться,4
повесить,3
повеситься,4
повесничать,2
повествование,2
повествователь,2
повествовательный,2
повествовать,1
повествоваться,2
повести,2
повестись,3
повестить,3
повестка,1
повесть,1
повет,1
поветовый,2
поветрие,3
поветь,1
повечереть,3
повечерие,3
повечеру,2
повечерять,3
повешение,3
повешенный,3
повещать,3
повещаться,4
повещенный,3
повеять,3
повзводно,3
повздорить,3
повздыхать,4
повзрослеть,3
повивальник,5
повивальный,5
повивание,4
повивать,3
повидать,3
повидаться,4
повидло,1
повизгивать,3
повизжать,3
повиливать,3
повилика,1
повиличный,2
повилять,3
повиниться,4
повинностный,5
повинность,4
повинный,3
повиноваться,3
повиновение,3
повинтить,3
повинченный,3
повисать,3
повисеть,3
повиснуть,3
повисший,3
повитель,3
повитуха,4
повитый,3
повить,2
повиться,3
повластвовать,4
повлекший,3
повлекшийся,4
повлечь,1
повлечься,2
повлиять,2
повод,2
поводить,3
поводковый,4
поводок,3
поводочный,4
поводырь,3
повоеванный,3
повоевать,2
повоженный,3
повозить,3
повозиться,4
повозка,3
повозочный,4
повозрастной,3
повой,2
повойник,3
повойничек,4
поволжский,3
поволноваться,4
поволока,2
поволокший,3
поволокшийся,4
поволоченный,3
поволочить,3
поволочиться,4
поволочь,1
поволочься,2
повольничать,4
поворачивать,3
поворачиваться,4
поворованный,4
поворовать,3
поворовывать,4
поворожить,3
поворот,2
поворотить,3
поворотиться,4
поворотливость,4
поворотно-наклонный,7
поворотный,3
поворочать,3
поворочаться,4
